"","OMSID","round","ParticipantID","Scenario","t1Diagnoses","t1DiagnosisScore","t1Likelihoods","t1Confidence","t1Severity","t2Diagnoses","t2Likelihoods","t2Confidence","t2Severity","t2SeniorReview","t2InvestigationsComplete","OMSScore","t2ExtraInvestigations","SCENARIO","CURRENT.SCENARIO.VERSION","SCENARIO.VERSION.PLAYED","SCORE....","TIME.SPENT","DATE","SCENARIO.ATTEMPT..","Quest.2.PIN","scenGroup","scenNum","orderNum","t1numOfDiagnoses","t2numOfDiagnoses","t1HighestLikelihood","t2HighestLikelihood","severityChange","confidenceChange","t1numOfDiagnosesChange","diagnosticChange","calibrationByDiff","sbarStart","helpStart","totalHelpStart","pewsScore","totalActions","uniqueActions","filteredActions","actionVector","actTimesVector","historyActionsVector","examsActionsVector","testingActionsVector","treatmentActionsVector","numOfHistoryActions","numOfExamActions","numOfTestingActions","numOfTreatmentActions","numOfActionsAfterHistory","numOfHistoryActionsBeforePause","numOfHistoryActionsAfterPause","numOfExamActionsBeforePause","numOfExamActionsAfterPause","percentageHistory","numOfTestingActionsBeforePause","numOfTestingActionsAfterPause","percentageTesting","numOfTreatmentActionsBeforePause","numOfTreatmentActionsAfterPause","historyVectorBeforePause","numOfActionsBeforePause","numOfActionsAfterPause","numOfDiagnosesLabel","initialConfidenceLabel","infoVal","infoValHistory","infoValExams","infoValTesting","infoValHistoryBeforePause","infoValBeforePause","infoValAfterPause","infoValAfterHistory"
"97",5,1,"A19","Asthma","Pneumonia, asthma, anaphylaxis, viral induced wheeze, epiglottitis, croup, pneumothorax",0.81,"3,5,4,4,2,2,2",6,7,"Asthma, pneumonia, viral induced wheeze, epiglottitis, pneumothorax","5,5,4,3,1",8,7,0.19,0,58,"Respiratory percussion","Sam, Respiratory Distress and Wheeze A-E Assessment [SNP002UK]","V1.0.0.0","V1.0.0.0",58.09,"17m 18s","11/09/2023 15:08",1,"No","AS",1,1,7,5,5,5,0,2,-2,4,0.725,927,Inf,927,4,57,48,21,"1
1
1
0
1
0
0
0
1
0
0
0
0
0
0
1
0
0
0
1
1
0
0
0
0
0
0
1
0
0
0
0
0
0
0
0
1
1
0
0
1
1
0
1
1
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
1
1
1
0
0
0
1
0
0
0
1
0
0
1
0
0
0
0","174
287
145
0
812
0
0
0
130
0
0
0
0
0
0
536
0
0
0
953
101
0
0
0
0
0
0
961
0
0
0
0
0
0
0
0
439
209
0
0
240
229
0
580
563
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
328
701
678
0
0
0
757
0
0
0
406
0
0
779
0
0
0
0","1
1
1
0
1
0
0
0
1
0
0
0
0
0
0
1
0
0
0
1
1
0
0
0
0
0
0
1
0
0
0
0
0
0
0","0
1
1
0
0
1
1
0
1
1
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0","1
1
1
0
0
0
1
0
0
0
1
0
0
1
0
0
0
0","0
1
1
0
0
0
0
0
1
1
0
0
0
0
0
0",9,6,6,4,12,5,4,3,3,0.555555555555556,1,5,0.833333333333333,1,3,"past medical history
prescribed medications
allergies
history of presenting complaint
presenting complaint",14,43,"high","low",15.2181126148499,13.3109460087255,-1.58921886936592,3.4963854754903,4.2023172905526,-5.39355742296918,5.26523355676582,1.90716660612438
"98",5,2,"A19","Seizure","Febrile seizure, meningitis, epilepsy",0.73,"5,4,2",6,7,"Febrile seizure, meningitis, epilepsy","5,3,1",9,1,0.35,0,50,"","Katy, Seizure, A-E Assessment [SNP004UK]","V1.0.0.0","V1.0.0.0",50.55,"9m 34s","18/10/2023 13:29",1,"No","AS",2,4,3,3,5,5,-6,3,0,9,0.555555555555556,553,Inf,553,0,40,36,13,"1
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
1
0
0
0
1
0
1
0
0
0
0
0
0
0
0
0
0
0
0
0
1
1
0
0
1
1
0
0
0
1
1
0
1
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
1
0
0
0
0
0
0
0
0
0
0
0
1
0
0","84
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
369
0
0
0
67
0
382
0
0
0
0
0
0
0
0
0
0
0
0
0
184
240
0
0
216
223
0
0
0
126
409
0
501
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
436
0
0
0
0
0
0
0
0
0
0
0
447
0
0","1
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
1
0
0
0
1
0
1
0
0
0
0
0
0
0
0
0
0
0
0","0
1
1
0
0
1
1
0
0
0
1
1
0
1
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0","0
0
0
1
0
0
0
0
0
0
0
0
0
0
0
1
0
0","1
0
0
0
0
0
0
0
1
0
0
0
0
0
0
0",4,7,2,2,9,3,1,5,2,0.75,0,2,1,1,1,"past medical history
presenting complaint",19,21,"low","low",-11.3282707703373,-21.7525584795322,8.86065134555847,1.56363636363638,-7.08479532163742,1.546783625731,4.72540106951872,10.4242877091948
"99",5,3,"B10","Asthma","Asthma, LRTI, sepsis, anaphylaxis, URTI, foreign body",0.8,"4,1,1,1,1,1",5,5,"Asthma excerbation, pneumonia, foreign bdy inhalation","4,3,3",6,9,0.06,0,74,"check for rash, ask more about PC, PEWS, bloods/blood gas, nebs (could not find)","Sam, Respiratory Distress and Wheeze A-E Assessment [SNP002UK]","V1.0.0.0","V1.0.0.0",74.02,"12m 14s","06/11/2023 15:21",2,"No","AS",1,1,6,3,4,4,4,1,-3,8,1.23333333333333,576,678,576,0,38,36,18,"1
1
1
1
0
0
0
0
0
0
1
0
0
0
0
1
0
0
1
0
1
0
0
0
0
0
0
0
0
0
0
0
0
0
0
1
1
1
0
1
1
1
0
0
0
0
0
0
1
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
1
0
1
0
0
0
0
0
0
0
1
0
0
0
0
0
0
0","116
162
182
719
0
0
0
0
0
0
193
0
0
0
0
154
0
0
205
0
106
0
0
0
0
0
0
0
0
0
0
0
0
0
0
269
613
383
0
291
420
367
0
0
0
0
0
0
347
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
227
0
456
0
0
0
0
0
0
0
647
0
0
0
0
0
0
0","1
1
1
1
0
0
0
0
0
0
1
0
0
0
0
1
0
0
1
0
1
0
0
0
0
0
0
0
0
0
0
0
0
0
0","1
1
1
0
1
1
1
0
0
0
0
0
0
1
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0","1
0
1
0
0
0
0
0
0
0
1
0
0
0
0
0
0
0","1
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0",8,7,3,1,10,7,1,3,4,0.875,1,2,0.666666666666667,0,1,"past medical history
prescribed medications
allergies
parental smoking and pets
past surgical history
travel history
presenting complaint",15,23,"high","low",43.8355390914822,28.9060240005093,11.0388655462185,3.89064954475437,4.2023172905526,0.169754265342519,10.6238095238095,14.9295150909729
"100",5,5,"C5","Asthma","Acute exacerbation asthma, URTI, foreign object, LRTI, sepsis/DIC, meningitis, non accidental injury",0.71,"5,4,2,4,3,2,1",6,7,"Acute asthma, URTI, LRTI","5,2,2",9,7,0,0,64,"Needed to asses pt fx","Sam, Respiratory Distress and Wheeze A-E Assessment [SNP002UK]","V1.0.0.0","V1.0.0.0",63.91,"17m 47s","08/01/2024 13:20",3,"No","AS",1,1,7,3,5,5,0,3,-4,7,0.711111111111111,562,835,562,4,48,45,18,"1
1
0
0
0
0
1
0
1
0
0
0
0
0
0
1
0
0
0
1
1
0
0
0
0
0
0
0
0
0
0
0
0
0
0
1
1
1
0
1
1
1
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
1
0
0
0
0
0
0
1
1
0
0
0
0
1
0
0
0
1
0
0
0
0
0
0
0","97
765
0
0
0
0
80
0
62
0
0
0
0
0
0
124
0
0
0
605
54
0
0
0
0
0
0
0
0
0
0
0
0
0
0
348
261
306
0
415
234
325
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
86
0
0
0
0
0
0
688
967
0
0
0
0
903
0
0
0
195
0
0
0
0
0
0
0","1
1
0
0
0
0
1
0
1
0
0
0
0
0
0
1
0
0
0
1
1
0
0
0
0
0
0
0
0
0
0
0
0
0
0","1
1
1
0
1
1
1
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
1
0
0
0
0
0
0","1
1
0
0
0
0
1
0
0
0
1
0
0
0
0
0
0
0","1
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0",7,7,4,1,11,5,2,3,4,0.714285714285714,1,3,0.75,1,0,"past medical history
ask about pain
history of presenting complaint
past surgical history
presenting complaint",14,34,"high","low",24.389598476967,14.4063761162524,10.0758352431882,-0.0926128824735741,4.2023172905526,-2.16141456582632,6.38617511520737,9.98322236071461
"101",6,3,"B17","DKA","DKA, infection, urti",0.55,"5,1,1",9,7,"DKA, infection, urti","5,1,1",10,7,0.65,1,67,"","Sarah, Diabetic Ketoacidosis, A-E Assessment [SNP005UK]","V1.0.0.0","V1.0.0.0",55.12,"15m 36s","06/11/2023 16:20",3,"No","DP",1,2,3,3,5,5,0,1,0,1,0.67,595,800,595,1,51,49,25,"1
1
1
0
1
0
0
0
0
1
0
1
0
0
0
1
0
0
1
0
1
0
0
0
0
1
0
0
0
0
0
1
0
0
0
0
1
1
0
1
1
1
0
0
0
1
1
0
1
0
0
0
0
0
0
0
0
0
0
1
0
0
0
0
0
1
0
0
0
0
1
1
0
0
1
0
0
1
0
0
0
0","76
112
133
0
527
0
0
0
0
143
0
851
0
0
0
101
0
0
866
0
52
0
0
0
0
870
0
0
0
0
0
875
0
0
0
0
287
351
0
831
382
366
0
0
0
246
333
0
399
0
0
0
0
0
0
0
0
0
0
890
0
0
0
0
0
716
0
0
0
0
734
196
0
0
465
0
0
774
0
0
0
0","1
1
1
0
1
0
0
0
0
1
0
1
0
0
0
1
0
0
1
0
1
0
0
0
0
1
0
0
0
0
0
1
0
0
0","0
1
1
0
1
1
1
0
0
0
1
1
0
1
0
0
0
0
0
0
0
0
0
0
1
0
0
0
0","0
1
0
0
0
0
1
1
0
0
1
0
0
1
0
0
0
0","0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0",11,9,5,0,14,6,5,2,7,0.545454545454545,1,4,0.8,0,0,"past medical history
prescribed medications
allergies
social and living situation
past surgical history
presenting complaint",14,37,"low","high",84.3118342791627,13.3303901843602,41.9881252780203,28.9933188167821,-10.3041871921182,25.7553709409032,20.2097016967707,70.9814440948024
"102",6,5,"C6","DKA","DKA, sepsis, tonsilitis, hyperglycaemic hyperosmol",0.41,"5,3,2,4",6,6,"DKA, tonsilitis","5,2",9,7,0.03,1,50,"","Sarah, Diabetic Ketoacidosis, A-E Assessment [SNP005UK]","V1.0.0.0","V1.0.0.0",49.93,"13m 16s","08/01/2024 14:20",2,"No","DP",1,2,4,2,5,5,1,3,-2,6,0.555555555555556,695,Inf,695,2,47,42,21,"1
1
1
0
0
0
1
1
1
0
0
0
0
0
0
0
0
0
0
0
1
0
0
0
0
0
0
0
0
0
0
1
0
0
0
0
0
1
0
1
0
1
0
0
0
1
0
0
1
0
0
0
0
0
1
0
0
1
0
0
0
0
0
0
0
1
0
0
1
0
1
1
1
0
1
0
0
0
0
0
0
0","144
166
511
0
0
0
111
119
84
0
0
0
0
0
0
0
0
0
0
0
62
0
0
0
0
0
0
0
0
0
0
619
0
0
0
0
0
185
0
499
0
233
0
0
0
290
0
0
366
0
0
0
0
0
589
0
0
132
0
0
0
0
0
0
0
731
0
0
449
0
757
569
546
0
330
0
0
0
0
0
0
0","1
1
1
0
0
0
1
1
1
0
0
0
0
0
0
0
0
0
0
0
1
0
0
0
0
0
0
0
0
0
0
1
0
0
0","0
0
1
0
1
0
1
0
0
0
1
0
0
1
0
0
0
0
0
1
0
0
1
0
0
0
0
0
0","0
1
0
0
1
0
1
1
1
0
1
0
0
0
0
0
0
0","0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0",8,7,6,0,13,6,2,5,2,0.75,1,5,0.833333333333333,0,0,"past medical history
prescribed medications
ask about pain
ask about general activity level
history of presenting complaint
presenting complaint",17,30,"high","low",2.64569582519063,-25.0042708581344,3.986012945908,23.663953737417,-10.3041871921182,17.2169094024416,-9.20894909688013,27.649966683325
"103",6,6,"C6","Pneumonia","Asthma exacerbation, pneumonia, inhaled FB, pneumothorax, DKA",0.71,"5,2,1,1,1",8,3,"Asthma, pneumonia","5,3",9,3,0.31,1,58,"","Sam, Pneumonia A-E Assessment [SNP011UK]","V1.0.0.0","V1.0.0.0",57.63,"11m 37s","14/02/2024 11:33",3,"No","DP",2,3,5,2,5,5,0,1,-3,4,0.644444444444444,425,Inf,425,5,47,45,19,"1
1
1
0
0
0
0
0
1
0
0
0
0
0
0
0
0
0
0
0
1
0
0
0
0
0
0
1
0
0
0
0
0
0
0
1
1
1
0
1
1
1
0
0
0
0
0
0
1
0
0
0
0
0
0
0
0
0
0
1
0
0
0
0
1
1
0
0
0
0
1
0
0
0
1
0
0
1
0
0
0
0","178
289
597
0
0
0
0
0
96
0
0
0
0
0
0
0
0
0
0
0
69
0
0
0
0
0
0
463
0
0
0
0
0
0
0
135
244
88
0
325
429
90
0
0
0
0
0
0
551
0
0
0
0
0
0
0
0
0
0
91
0
0
0
0
633
317
0
0
0
0
492
0
0
0
194
0
0
557
0
0
0
0","1
1
1
0
0
0
0
0
1
0
0
0
0
0
0
0
0
0
0
0
1
0
0
0
0
0
0
1
0
0
0
0
0
0
0","1
1
1
0
1
1
1
0
0
0
0
0
0
1
0
0
0
0
0
0
0
0
0
0
1
0
0
0
0","1
1
0
0
0
0
1
0
0
0
1
0
0
1
0
0
0
0","0
0
1
0
0
0
1
0
0
0
0
0
0
0
0
0",6,8,5,2,13,4,2,5,3,0.666666666666667,2,3,0.6,1,1,"past medical history
prescribed medications
history of presenting complaint
presenting complaint",15,32,"high","high",14.9588138907876,0.0938095238095187,12.6191710336447,2.24583333333333,-10.08,-7.06636363636363,20.8658003704914,14.8650043669781
"104",7,1,"A15","DKA","DKA, Gastroenteritis, URTI",0.69,"5,2,2",7,7,"DKA","5",9,9,0.13,0,74,"ENT, CNS exam, abdo exam, social history","Sam, Respiratory Distress and Wheeze A-E Assessment [SNP002UK]","V1.0.0.0","V1.0.0.0",66.57,"13m 46s","11/09/2023 13:53",1,"No","DP",1,2,3,1,5,5,2,2,-2,6,0.822222222222222,762,Inf,762,4,49,47,18,"1
0
1
0
0
0
0
0
0
0
0
0
1
1
1
0
0
0
0
1
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
1
1
1
0
1
1
0
0
1
0
0
1
0
1
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
1
0
1
0
0
0
1
0
0
0
1
0
0
0
0
0
0
0","405
0
377
0
0
0
0
0
0
0
0
0
588
601
619
0
0
0
0
805
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
334
176
249
0
707
267
0
0
610
0
0
677
0
292
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
634
0
637
0
0
0
502
0
0
0
141
0
0
0
0
0
0
0","1
0
1
0
0
0
0
0
0
0
0
0
1
1
1
0
0
0
0
1
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0","1
1
1
0
1
1
0
0
1
0
0
1
0
1
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0","1
0
1
0
0
0
1
0
0
0
1
0
0
0
0
0
0
0","1
0
0
0
0
1
0
0
0
0
0
0
0
0
0
0",6,8,4,2,12,0,6,4,4,0,1,3,0.75,0,2,"",10,39,"low","high",131.788727181918,47.615814833147,36.4018157542108,47.7710965945599,6.51724137931034,43.6214423694746,10.886288998358,84.1729123487707
"105",7,2,"A15","Pneumonia","Sepsis, Asthma attack, URTI, pneumonia",0.59,"4,4,3,3",6,8,"Sepsis, URTI, asthma attack","5,4,3",8,8,0.21,0,70,"would have liked to get more drugs and need catheter and full sepsis six","Sam, Pneumonia A-E Assessment [SNP011UK]","V1.0.0.0","V1.0.0.0",69.89,"14m 59s","18/10/2023 15:15",1,"No","DP",2,3,4,3,4,5,0,2,-1,3,0.875,634,803,634,4,73,57,21,"1
0
1
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
1
0
0
0
0
0
0
1
0
0
0
0
0
0
0
0
1
1
1
0
1
1
0
0
0
1
0
0
1
0
0
0
0
1
0
0
0
1
0
1
0
0
0
0
0
1
0
1
0
0
1
0
0
0
1
0
0
1
0
1
1
0","70
0
130
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
55
0
0
0
0
0
0
672
0
0
0
0
0
0
0
0
182
112
255
0
243
188
0
0
0
463
0
0
310
0
0
0
0
289
0
0
0
304
0
739
0
0
0
0
0
420
0
332
0
0
487
0
0
0
152
0
0
503
0
363
472
0","1
0
1
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
1
0
0
0
0
0
0
1
0
0
0
0
0
0
0","0
1
1
1
0
1
1
0
0
0
1
0
0
1
0
0
0
0
1
0
0
0
1
0
1
0
0
0
0","0
1
0
1
0
0
1
0
0
0
1
0
0
1
0
1
1
0","1
0
0
0
0
0
1
0
0
0
0
0
0
0
0
0",4,10,7,2,17,3,1,7,3,0.75,1,6,0.857142857142857,1,1,"past medical history
allergies
presenting complaint",16,57,"high","low",43.8415962146168,-4.00971014492755,32.1401952484332,15.7111111111111,-10.08,-6.49666666666666,29.7583124477861,47.8513063595443
"106",7,3,"B18","Asthma","Acute asthma, bronchiolitis, VIW, allergy",0.47,"5,2,3,4",7,7,"Acute asthma, virally induced wheeze, allergy, bronchiolitis","5,3,4,1",7,7,0,1,55,"","Sam, Respiratory Distress and Wheeze A-E Assessment [SNP002UK]","V1.0.0.0","V1.0.0.0",66.53,"14m 52s","06/11/2023 15:23",1,"No","AS",1,1,4,4,5,5,0,0,0,0,0.785714285714286,541,817,541,0,46,36,14,"1
0
0
0
0
0
0
0
1
0
0
0
0
0
0
0
0
0
0
0
1
0
0
0
0
0
0
0
0
0
0
0
0
0
0
1
1
1
1
1
1
1
1
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
1
0
0
0
0
0
0
0
0
0
0
1
0
0
0
1
0
0
0
0
0
0
0","139
0
0
0
0
0
0
0
119
0
0
0
0
0
0
0
0
0
0
0
107
0
0
0
0
0
0
0
0
0
0
0
0
0
0
173
246
321
550
664
287
317
703
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
760
0
0
0
0
0
0
0
0
0
0
472
0
0
0
206
0
0
0
0
0
0
0","1
0
0
0
0
0
0
0
1
0
0
0
0
0
0
0
0
0
0
0
1
0
0
0
0
0
0
0
0
0
0
0
0
0
0","1
1
1
1
1
1
1
1
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
1
0
0
0
0","0
0
0
0
0
0
1
0
0
0
1
0
0
0
0
0
0
0","1
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0",3,9,2,1,11,3,0,3,6,1,1,1,0.5,1,0,"past medical history
history of presenting complaint
presenting complaint",13,33,"high","high",10.2412107658313,4.13134954861711,8.44103004838298,-2.33116883116884,4.2023172905526,-2.16141456582632,7.95500628403853,6.10986121721415
"107",7,4,"B18","Seizure","epilepsy, febrile convulsions, meningitis, encephalopathy",0.81,"4,5,2,2",6,6,"febrile convulsion, epilepsy","5,4",9,3,0.28,1,71,"","Katy, Seizure, A-E Assessment [SNP004UK]","V1.0.0.0","V1.0.0.0",70.75,"20m 6s","13/12/2023 13:14",1,"No","AS",2,4,4,2,5,5,-3,3,-2,8,0.788888888888889,430,Inf,430,0,59,53,31,"1
1
1
0
0
0
0
0
1
1
0
1
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
1
1
0
0
1
1
1
1
0
1
1
1
0
1
0
1
1
1
1
0
1
1
0
0
0
1
1
0
0
1
0
0
0
0
0
0
1
1
0
1
0
0
1
1
0
0
0
0
1
0
0","300
1085
749
0
0
0
0
0
352
1123
0
1099
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
1109
1055
0
0
494
848
179
605
0
790
803
701
0
1038
0
556
635
450
916
0
712
683
0
0
0
980
331
0
0
891
0
0
0
0
0
0
591
960
0
156
0
0
582
518
0
0
0
0
617
0
0","1
1
1
0
0
0
0
0
1
1
0
1
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
1
1
0
0","1
1
1
1
0
1
1
1
0
1
0
1
1
1
1
0
1
1
0
0
0
1
1
0
0
1
0
0
0","0
0
0
1
1
0
1
0
0
1
1
0
0
0
0
1
0
0","1
0
0
0
0
0
0
0
0
0
0
0
1
0
0
0",8,17,6,2,23,1,7,1,15,0.125,1,5,0.833333333333333,1,1,"",12,47,"high","low",120.065761349933,29.6469507101086,70.3760076095215,20.042803030303,-2.97368421052632,33.4245614035088,58.6342097144342,90.4188106398246
"108",7,5,"C7","Asthma","Asthma, viral induced wheeze, bronchiolitis",0.5,"4,3,3",6,5,"Asthma","5",7,2,0.62,0,54,"Longer Hx, more thorough/structured exam","Sam, Respiratory Distress and Wheeze A-E Assessment [SNP002UK]","V1.0.0.0","V1.0.0.0",53.86,"14m 22s","08/01/2024 12:54",2,"No","AS",1,1,3,1,4,5,-3,1,-2,6,0.771428571428571,615,854,615,3,54,51,15,"0
0
1
0
0
0
0
0
1
0
0
0
0
0
0
0
0
0
0
1
1
0
0
1
0
0
0
1
0
0
0
1
0
0
0
1
1
1
0
0
1
0
0
1
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
1
0
0
0
1
0
0
0
0
0
1
0
0
0
0
0
0
0","0
0
275
0
0
0
0
0
130
0
0
0
0
0
0
0
0
0
0
642
119
0
0
854
0
0
0
741
0
0
0
283
0
0
0
171
235
410
0
0
539
0
0
346
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
295
0
0
0
388
0
0
0
0
0
203
0
0
0
0
0
0
0","0
0
1
0
0
0
0
0
1
0
0
0
0
0
0
0
0
0
0
1
1
0
0
1
0
0
0
1
0
0
0
1
0
0
0","1
1
1
0
0
1
0
0
1
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0","1
0
0
0
1
0
0
0
0
0
1
0
0
0
0
0
0
0","0
0
1
0
0
0
0
0
0
1
0
0
0
0
0
0",7,5,3,2,8,4,3,2,3,0.571428571428571,2,1,0.333333333333333,0,2,"allergies
history of presenting complaint
presenting complaint
family history",13,41,"low","low",-16.6465459162742,-7.78576394798448,-12.4624331550802,3.60165118679051,0.87878787878789,-3.15377514642219,-8.50083787180562,-8.8607819682897
"109",7,6,"C7","Seizure","Febrile convulsion, tonic clonic seizure",0.38,"5,3",7,9,"Febrile convulsion, sepsis","5,2",7,9,0.62,0,59,"ENT exam, not sure if it was offered as an option. Infebrile chill, want to check tympanic membrane + throat","Katy, Seizure, A-E Assessment [SNP004UK]","V1.0.0.0","V1.0.0.0",58.96,"16m 4s","14/02/2024 14:24",2,"No","AS",2,4,2,2,5,5,0,0,0,0,0.842857142857143,366,323,323,1,53,48,17,"0
0
1
0
0
0
0
0
1
0
0
0
0
0
0
0
0
0
0
0
1
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
1
1
0
0
1
1
1
0
0
1
1
1
1
1
0
1
1
0
1
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
1
0
0
0
0
0
0
0","0
0
505
0
0
0
0
0
81
0
0
0
0
0
0
0
0
0
0
0
69
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
584
728
0
0
702
717
693
0
0
136
531
557
281
620
0
644
676
0
846
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
483
0
0
0
0
0
0
0","0
0
1
0
0
0
0
0
1
0
0
0
0
0
0
0
0
0
0
0
1
0
0
0
0
0
0
0
0
0
0
0
0
0
0","0
1
1
0
0
1
1
1
0
0
1
1
1
1
1
0
1
1
0
1
0
0
0
0
0
0
0
0
0","0
0
0
0
0
0
0
0
0
0
1
0
0
0
0
0
0
0","1
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0",3,13,1,1,14,2,1,2,11,0.666666666666667,0,1,1,1,0,"history of presenting complaint
presenting complaint",15,38,"low","high",72.8861627321767,6.67638888888889,51.7097738432878,14.5,-4.11111111111111,19.0204678362573,45.7608872036117,66.2097738432878
"110",8,4,"B2","Pneumonia","excerbation asthma, viral induced wheeze, foreign object aspiration, pneumonia, anaphylaxis",0.5,"4,4,1,2,1",6,6,"pneumonia/sepsis, VIW, astham excerbation, anaphylaxis, foreign body","5,3,3,1,1",10,6,0.63,1,69,"","Sam, Pneumonia A-E Assessment [SNP011UK]","V1.0.0.0","V1.0.0.0",69.03,"16m 12s","13/12/2023 15:36",2,"No","DP",2,3,5,5,4,5,0,4,0,4,0.69,626,Inf,626,0,78,58,36,"1
1
1
0
0
0
1
1
1
1
1
1
0
0
0
1
1
0
1
0
1
0
0
0
1
1
0
1
0
0
0
1
0
0
0
1
1
1
0
1
1
1
0
0
1
0
0
1
1
0
0
1
0
1
1
0
0
1
0
1
0
0
0
0
1
0
0
1
0
0
1
0
0
0
1
0
0
0
0
1
0
0","190
245
372
0
0
0
921
931
118
789
443
250
0
0
0
427
908
0
772
0
106
0
0
0
901
778
0
679
0
0
0
464
0
0
0
160
235
126
0
419
434
514
0
0
881
0
0
478
512
0
0
754
0
456
807
0
0
925
0
757
0
0
0
0
229
0
0
835
0
0
569
0
0
0
182
0
0
0
0
858
0
0","1
1
1
0
0
0
1
1
1
1
1
1
0
0
0
1
1
0
1
0
1
0
0
0
1
1
0
1
0
0
0
1
0
0
0","1
1
1
0
1
1
1
0
0
1
0
0
1
1
0
0
1
0
1
1
0
0
1
0
1
0
0
0
0","1
0
0
1
0
0
1
0
0
0
1
0
0
0
0
1
0
0","1
0
1
0
0
0
1
0
1
1
0
0
0
0
0
0",17,14,5,5,19,5,12,3,11,0.294117647058824,2,3,0.6,1,4,"past medical history
prescribed medications
history of presenting complaint
vaccination history
presenting complaint",15,63,"high","low",100.957005075061,47.1645978573109,46.1465738844171,7.64583333333334,-10.08,-7.06636363636363,50.6128241800152,53.7924072177505
